"","HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"2293","UK BIRMING01",22,1279.75578512397,38.297520661157,6.1900826446281,2,21,121,48,1
"2294","UK BIRMING02",21,1434.96144736842,46.5026315789474,7.79342105263158,2,49,380,116,2
"2295","UK BIRMING03",22,1278.88858974359,31.8717948717949,5.375,2,21,78,39,1
"2296","UK BIRMING04",21,1541.76813953488,34.6744186046512,5.18895348837209,1,15,86,23,1
"2297","UK BIRMING08",21,1070.44069767442,33.093023255814,4.94767441860465,1,13,43,18,1
"2298","UK BOGNO-R01",22,1376.38105263158,41.2105263157895,6.35526315789474,1,8,19,7,1
"2299","UK BOLTON02",22,1538.8836,32.6,5.07,1,11,25,10,1
"2300","UK BRADFOR01",22,1251.45853932584,30.6629213483146,5.00280898876404,1,23,89,37,1
"2301","UK BRADFOR02",21,1259.32857142857,41.7857142857143,5.98214285714286,1,11,28,14,1
"2302","UK BRIGHTO01",22,1367.19472222222,37.1805555555556,6.25347222222222,1,28,144,61,2
"2303","UK BRIGHTO02",21,1221.30513157895,36.2236842105263,5.12828947368421,2,14,76,22,1
"2304","UK BRISTOL01",22,1381.03100806452,39.741935483871,6.94354838709677,1,29,248,82,2
"2305","UK BRISTOL02",22,1339.59,39.75,6.8984375,1,17,64,25,1
"2306","UK BUCKING01",22,800,30,4,1,1,1,1,1
"2307","UK BUCKING02",22,1196.15875,27.84375,4.28125,2,9,32,11,1
"2308","UK CAMBRID01",22,1416.39708333333,37.6041666666667,7.58333333333333,2,20,96,45,1
"2309","UK CANTERB01",21,1509.43614107884,43.1452282157676,7.09647302904564,1,35,241,78,2
"2310","UK CANTERB03",21,1599.60470588235,43.7647058823529,6.60294117647059,1,17,34,18,1
"2311","UK CARDIFF01",21,1372.64415274463,43.0715990453461,6.69868735083532,2,43,419,122,2
"2312","UK CARDIFF05",22,1793.21138888889,34.3333333333333,5.84027777777778,1,14,36,21,1
"2313","UK CARMART02",22.5,1144.2125,25.5,5.25,1,3,4,3,1
"2314","UK CHELMSF01",22,1568.16068627451,42.578431372549,6.18627450980392,1,22,102,27,1
"2315","UK CHELTEN02",22,1090.98655172414,40.4310344827586,5.64655172413793,2,19,58,25,1
"2316","UK CHESTER01",22,1427.64637681159,45.5072463768116,8.01811594202899,1,17,69,24,1
"2317","UK CHISLEH01",23.5,780.992,26.9,4.525,1,3,10,4,1
"2318","UK COLCHES01",22,1620.89552238806,46.2985074626866,7.05223880597015,2,18,67,30,1
"2319","UK COLCHES02",22,1149.53777777778,35.7777777777778,5.61111111111111,1,6,9,5,1
"2320","UK COLERAI01",22,1153.45515695067,36.8071748878924,5.44394618834081,1,40,223,74,2
"2321","UK COVENTR01",21,1498.93437681159,41.3304347826087,7.28405797101449,3,36,345,112,2
"2322","UK COVENTR02",21,1379.71740740741,46.8935185185185,7.18171296296296,3,33,216,56,2
"2323","UK CRANFIE01",23,2211.91211009174,51.4892966360856,10.322629969419,2,29,327,68,2
"2324","UK DEESIDE01",22,1282.71759259259,37.6296296296296,5.84259259259259,1,19,54,28,1
"2325","UK DERBY01",22,1217.23833333333,31.3333333333333,4.78333333333333,1,16,60,18,1
"2326","UK DUNDEE01",23,1401.51932038835,35.6116504854369,6.16747572815534,1,26,103,40,1
"2327","UK DUNDEE03",23.5,2342.28714285714,46.9285714285714,7.53571428571429,1,7,14,7,1
"2328","UK DURHAM01",22,1387.33448780488,37.5951219512195,6.91585365853659,1,30,205,77,2
"2329","UK DURHAM02",22.5,1111.96071428571,25.7142857142857,3.94642857142857,1,4,14,8,1
"2330","UK Edinbur01",27,660,30,3,1,1,1,1,1
"2331","UK EDINBUR01",21,1348.16817708333,38.6848958333333,6.40559895833333,2,49,384,109,2
"2332","UK EDINBUR02",22,1056.42180555556,34.2361111111111,5.33333333333333,1,18,144,56,1
"2333","UK EDINBUR03",23,1309.91111111111,31.3333333333333,4.5,1,10,18,8,1
"2334","UK EDINBUR06",22,966.746,27.5,4.2,1,6,10,6,1
"2335","UK EDINBUR09",22,1065.61467741935,32.8629032258064,4.91935483870968,1,31,124,47,2
"2336","UK EDINBUR10",19,400,30,4,1,1,1,1,1
"2337","UK ELGIN01",22,2281.7619047619,27.7142857142857,5.46428571428571,1,9,21,10,1
"2338","UK EXETER01",22,1322.01115523466,40.3501805054152,6.81317689530686,1,33,277,79,2
"2339","UK FALMOUT01",22,1919.90066666667,36.0444444444444,5.59444444444444,3,9,45,24,1
"2340","UK GLASGOW01",22,1302.26893905192,36.4808126410835,5.88995485327314,2,54,443,159,2
"2341","UK GLASGOW02",22,1233.54286549708,36.5614035087719,5.81213450292398,1,40,342,123,2
"2342","UK GLASGOW03",24,1309.40785714286,33.6071428571429,4.83035714285714,1,7,28,20,1
"2343","UK GLASGOW05",23,1861.88,55.7272727272727,7.13636363636364,2,2,11,10,1
"2344","UK GLASGOW08",21,992.681258741259,32.5734265734266,5.16783216783217,2,24,143,42,1
"2345","UK GLASGOW14",21,1673.73,60,9,1,1,3,1,1
"2346","UK GUILDFO01",23,1291.59313559322,32.2033898305085,5.59110169491525,2,25,118,50,2
"2347","UK HATFIEL01",21,1206.54194594595,40.9243243243243,5.74189189189189,1,26,185,58,2
"2348","UK HUDDERS01",21.5,1453.54555555556,34.5277777777778,5.45833333333333,1,13,36,19,1
"2349","UK HULL01",21,1141.63365,41.035,5.58875,1,29,200,67,2
"2350","UK INVERNE01",22,360.222857142857,25,3.85714285714286,1,2,7,4,1
"2351","UK IPSWICH01",21,1517.27461538462,37.7692307692308,5.57692307692308,2,4,13,5,1
"2352","UK KEELE01",22,1724.353125,32.75,4.625,1,11,16,8,1
"2353","UK KINGSTO01",22,1359.83125,36.0238095238095,5.52083333333333,1,39,168,60,2
"2354","UK LANCAST01",21,1417.1786440678,43.1779661016949,6.53813559322034,2,19,118,38,1
"2355","UK LANCAST02",21,1152.65775510204,34.4489795918367,5,2,19,49,19,1
"2356","UK LEEDS01",22,1432.8385492228,38.6813471502591,6.72020725388601,2,50,386,120,2
"2357","UK LEEDS02",21,1332.47778481013,35.6645569620253,5.27848101265823,2,37,158,70,2
"2358","UK LEEDS04",21.5,1352.5,64,8.5,1,2,2,2,1
"2359","UK LEEDS05",23,903.004,29.5,4.6,2,4,10,6,1
"2360","UK LEICEST01",21,1355.50520361991,36.5384615384615,6.56900452488688,2,28,221,75,2
"2361","UK LEICEST02",22,1662.99743243243,44.472972972973,6.65540540540541,1,23,74,28,1
"2362","UK LINCOLN01",22,1056.70636363636,28.6363636363636,4.04545454545455,1,3,11,5,1
"2363","UK LINCOLN05",22,1429.92436363636,32.2181818181818,5.22272727272727,1,15,55,23,1
"2364","UK LIVERPO01",22,1140.80378787879,28.6666666666667,5.17234848484848,2,26,132,49,2
"2365","UK LIVERPO02",21,1113.32411764706,49.9411764705882,7.89705882352941,1,11,34,14,1
"2366","UK LIVERPO06",21,1030.58628571429,37.1142857142857,4.6,1,13,35,19,1
"2367","UK LONDON005",25,1783.16,28.5,7,1,1,2,2,1
"2368","UK LONDON010",23,1322.0468852459,31.9672131147541,4.71311475409836,1,15,61,39,1
"2369","UK LONDON012",25,1031.25,34,4.6875,2,4,8,4,1
"2370","UK LONDON013",22.5,1931.303125,38.3125,6.09375,1,4,16,12,1
"2371","UK LONDON015",22,1636.27770992366,43.5648854961832,7.92175572519084,1,19,131,47,1
"2372","UK LONDON017",22,1422.99784037559,35.6572769953052,6.86854460093897,2,29,213,59,2
"2373","UK LONDON020",23,1015.97653061224,33.5510204081633,4.76530612244898,1,8,49,19,1
"2374","UK LONDON023",22,1673.385,17.75,6.875,1,1,4,3,1
"2375","UK LONDON025",22,1392.44851851852,32.962962962963,5.34259259259259,1,11,27,11,1
"2376","UK LONDON027",24,1496.42857142857,36,6.39285714285714,2,3,7,6,1
"2377","UK LONDON029",22,1539.08032828283,34.5707070707071,6.71717171717172,1,43,396,130,2
"2378","UK LONDON031",21,1263.28568965517,40.6551724137931,6.46120689655172,2,29,174,66,2
"2379","UK LONDON055",23,682.5,30,5.25,1,1,1,1,1
"2380","UK LONDON061",23.5,865.75,23.625,4,2,1,8,8,1
"2381","Uk LONDON062",23,1000,30,5,1,1,1,1,1
"2382","UK LONDON062",22,1159.1218974359,31.9846153846154,5.50128205128205,3,15,195,57,1
"2383","UK LONDON064",22,1242.00419354839,31.8387096774194,4.57661290322581,1,27,62,27,1
"2384","UK LONDON066",22,1064.9630952381,31.8809523809524,5.08333333333333,1,11,42,18,1
"2385","UK LONDON067",22,1901.78326923077,43.25,7.55528846153846,3,39,104,60,2
"2386","UK LONDON081",22,2207.47416666667,19.3333333333333,6.375,1,1,12,10,1
"2387","UK LONDON083",22,1174.84291666667,37.7916666666667,5.92447916666667,1,20,96,30,1
"2388","UK LONDON093",20.5,1230.18078125,43.078125,6.91796875,1,9,64,35,1
"2389","UK LONDON097",21,1562.55747474747,36.3232323232323,6.92929292929293,3,11,99,47,1
"2390","UK LONDON110",21,1289.8974137931,31.051724137931,4.85775862068965,2,31,116,50,2
"2391","UK LONDON122",23,1687.5,30,4.5,1,1,1,1,1
"2392","UK LONDON128",24,1104.36397727273,28.7727272727273,4.20738636363636,1,12,88,45,1
"2393","UK LONDON134",21,808.959083333333,33.025,4.80833333333333,1,8,120,32,1
"2394","UK LONDON142",22,1127.7385,34.6875,4.95,1,16,80,23,1
"2395","UK LOUGHBO01",22,1186.25065420561,33.5747663551402,5.76051401869159,2,39,214,89,2
"2396","UK MAIDSTO02",21,879.577307692308,27.3846153846154,3.77884615384615,1,10,26,15,1
"2397","UK MANCHES01",22,1251.01393700787,35.2650918635171,6.1988188976378,2,39,381,112,2
"2398","UK MANCHES04",22,1303.3663986014,37.6993006993007,6.31381118881119,2,34,286,89,2
"2399","UK MANCHES10",23,1307.74666666667,20,7.25,1,1,3,3,1
"2400","UK MIDDLES01",22,1424.34184210526,47.4473684210526,6.55263157894737,2,19,38,18,1
"2401","UK NEWCAST01",22,1282.79211864407,34.728813559322,5.71822033898305,1,44,236,84,2
"2402","UK NEWCAST02",22,1317.77814569536,37.7152317880795,5.94205298013245,1,33,151,60,2
"2403","UK NEWP-BE01",22,798.34375,26.875,3.890625,1,6,16,6,1
"2404","UK NEWP-GW01",22,1524.77736842105,36.0526315789474,6.29605263157895,1,16,38,18,1
"2405","UK NORTHAM01",21,1213.25666666667,35.25,5.02083333333333,1,10,24,11,1
"2406","UK NORWICH01",21,1319.57657894737,39.4473684210526,6.28728070175439,3,20,114,48,1
"2407","UK NORWICH03",21.5,977,54,5.025,1,2,10,3,1
"2408","UK NOTTING01",22,1287.46029023747,36.1873350923483,6.13060686015831,5,47,379,119,2
"2409","UK NOTTING02",21,1612.91555956679,37.3501805054152,6.08574007220217,2,47,277,96,2
"2410","UK ORKNEY01",23,1706.64,30,8,1,1,1,1,1
"2411","UK ORMSKIR01",23,1084.06333333333,48.6111111111111,5.66666666666667,1,7,18,6,1
"2412","UK OXFORD01",22,1636.82783333333,43.7833333333333,8.2875,2,10,60,18,1
"2413","UK OXFORD04",22,1170.46818181818,33.2606060606061,4.96818181818182,4,40,165,69,2
"2414","UK PAISLEY01",22,1396.73186619718,37.5211267605634,6.06602112676056,2,41,284,71,2
"2415","UK PERTH02",23.5,1220.75,30,7,1,1,2,1,1
"2416","UK PLYMOUT01",21,1233.79725352113,35.3028169014084,5.28345070422535,3,36,142,52,2
"2417","UK PLYMOUT05",20,811.666666666667,28.3333333333333,4.16666666666667,1,1,3,2,1
"2418","UK PONTYPR01",22,2362.70385964912,43.9824561403509,7.00438596491228,1,16,57,23,1
"2419","UK POOLE01",22,1456.95318181818,37,6,1,10,22,13,1
"2420","UK POOLE02",21,1982.272,34.4,7,1,3,5,3,1
"2421","UK PORTSMO01",21,1381.04349809886,40.1787072243346,6.63783269961977,2,39,263,80,2
"2422","UK PRESTON01",22,1162.62046728972,35.7757009345794,6.03504672897196,1,33,107,45,2
"2423","UK READING01",21,1829.48910447761,35.7462686567164,7.45708955223881,1,21,134,47,1
"2424","UK SALFORD01",22,1305.58083798883,31.4413407821229,5.29748603351955,2,36,179,76,2
"2425","UK SHEFFIE01",22,1314.54501048218,38.3333333333333,5.9664570230608,2,44,477,141,2
"2426","UK sheffie02",23,1000,30,5,1,1,1,1,1
"2427","UK SHEFFIE02",22,1223.66578947368,32.8045112781955,5.45864661654135,1,33,133,58,2
"2428","UK SIDCUP01",25,1410.03333333333,45,6.8,2,1,15,6,1
"2429","UK SOUTHAM01",22,1316.71975177305,36.2659574468085,6.28368794326241,1,44,282,108,2
"2430","UK SOUTHAM04",22,1439.01183486239,38.1559633027523,6.63990825688073,2,26,109,41,2
"2431","UK ST-ANDR01",21,1058.34507692308,32.8307692307692,5.79230769230769,1,13,65,24,1
"2432","UK STAFFOR02",22,679.971111111111,27.7777777777778,3.91666666666667,1,7,9,7,1
"2433","UK STIRLIN01",22,1139.7593877551,40.7142857142857,5.71428571428571,1,13,49,26,1
"2434","UK STOCKPO01",24,949,20,3,1,1,1,1,1
"2435","UK SUNDERL01",22,1509.26371428571,35.5714285714286,5.32142857142857,1,12,35,17,1
"2436","UK SWANSEA01",21,1151.57151041667,38.7552083333333,6.14583333333333,2,40,192,75,2
"2437","UK SWANSEA02",21,1720.69727272727,50.4545454545455,8.06818181818182,1,8,11,6,1
"2438","UK TWICKEN02",21.5,1103.52230769231,40.8846153846154,6.19230769230769,2,12,26,12,1
"2439","UK UXBRIDG01",21.5,1280.36,34.7608695652174,6.32065217391304,1,15,46,25,1
"2440","UK WINCHES01",23,1042.59958333333,32.4166666666667,3.5625,1,10,24,11,1
"2441","UK WOLVERH01",22,1286.4095,34.6333333333333,5.60555555555556,3,34,180,70,2
"2442","UK WORCEST01",22,1386.25744680851,33.7659574468085,4.96808510638298,2,11,47,17,1
"2443","UK XX",24,1614.33333333333,32.5,5.5,1,4,6,5,1
"2444","UK YORK01",22,1315.84243902439,38.7154471544715,6.13617886178862,2,26,123,50,2
"2445","UK YORK03",22,1057.25235294118,25.4117647058824,5.28676470588235,1,13,34,13,1
